frame_class	vaf	tpm	frame_length
Hidden Frame	0.61975	0.0329201752577954	8
Indel	0.455	0.0164600876288977	1
Indel	0.3093	0.0164600876288977	15
Splice	0.6699	0.2798214896912611	8
Hidden Frame	0.759	0.2139811391756702	13
Hidden Frame	0.217	0.0329201752577954	5
Gene Fusion	0.309	1.218046484538431	14
Gene Fusion	0.1285	0.0329201752577954	3
Indel	0.2287	0.4608824536091358	7
Hidden Frame	0.6214999999999999	0.0493802628866931	35
Hidden Frame	0.311	1.2674267474251237	1
Indel	0.3988	4.213782432997815	4
Indel	0.1416	0.625483329898113	63
Gene Fusion	0.309	0.7077837680426016	5
Indel	0.1232	0.0164600876288977	49
Hidden Frame	0.7105	0.0164600876288977	33
Splice	0.3106	0.0329201752577954	21
Indel	0.4289	0.0823004381444885	37
Indel	0.4289	123.58233791776402	27
Hidden Frame	0.049	0.0493802628866931	29
Gene Fusion	0.2915	0.0164600876288977	6
Gene Fusion	0.4489999999999999	0.0823004381444885	27
Hidden Frame	0.04125	0.0823004381444885	26
Indel	0.2048	0.5431828917536244	64
Indel	0.4031	4.049181556708837	49
Indel	0.4031	0.0658403505155908	23
Hidden Frame	0.311	0.0658403505155908	21
Gene Fusion	0.111	0.0329201752577954	20
Gene Fusion	0.1395	0.0658403505155908	85
Hidden Frame	0.311	5.843331108258688	12
Hidden Frame	0.759	0.0164600876288977	33
Hidden Frame	0.066	0.0493802628866931	2
Indel	0.1608	0.2798214896912611	11
Hidden Frame	0.311	10.024193365998707	12
Hidden Frame	0.311	0.0329201752577954	90
Hidden Frame	0.311	0.0658403505155908	96
Indel	0.6448	0.0329201752577954	53
Hidden Frame	0.311	6.518194701043494	4
Indel	0.6315	0.7444065895712811	24
Indel	0.371	0.0161827519472017	14
Hidden Frame	0.2205	2.5083265518162734	66
Indel	0.4008	0.0161827519472017	29
Hidden Frame	0.7415	1.5373614349841678	4
Indel	0.5936	0.0970965116832106	10
Indel	0.5074	13.48023237201907	9
Hidden Frame	0.2205	0.5663963181520618	86
Hidden Frame	0.2205	0.1456447675248159	86
Indel	0.5568	0.0536621751426072	36
Indel	0.5568	0.3085575070699916	27
Gene Fusion	0.28475	12.154482669800538	79
Gene Fusion	0.2882142857142858	3.93075432919598	54
Gene Fusion	0.2882142857142858	0.0536621751426072	34
Indel	0.4573	0.0134155437856518	22
Hidden Frame	0.245	4.051494223266846	20
Indel	0.3725	0.067077718928259	38
Indel	0.3725	0.0268310875713036	12
Indel	0.3223	0.4561284887121614	10
Hidden Frame	0.245	0.7378549082108494	11
Hidden Frame	0.3165	0.0111433622300774	16
Gene Fusion	0.8200000000000001	36.59480156357419	14
Hidden Frame	0.3374999999999999	0.0445734489203096	3
Gene Fusion	0.8200000000000001	0.0222867244601548	29
Gene Fusion	0.8200000000000001	0.3788743158226316	11
Hidden Frame	0.3523	0.0111433622300774	13
Hidden Frame	0.3523	0.0891468978406192	3
Gene Fusion	0.2293333333333333	3.4767290157841493	28
Hidden Frame	0.34239583333333334	0.2117238823714706	16
Hidden Frame	0.44325	0.0445734489203096	12
Gene Fusion	0.077	0.0222867244601548	4
Gene Fusion	1.1275	0.0334300866902322	19
Hidden Frame	0.392	9.382710997725173	23
Hidden Frame	0.482	0.0445734489203096	34
Hidden Frame	0.129	8.000934081195574	32
Hidden Frame	0.4355	0.1782937956812384	9
Indel	0.6534	0.1560070712210836	4
Hidden Frame	0.2724999999999999	0.2897274179820124	15
Hidden Frame	0.0735	0.0222867244601548	69
Gene Fusion	0.2293333333333333	0.0891468978406192	28
Hidden Frame	0.3522916666666666	0.2117238823714706	11
Hidden Frame	0.482	1.6269308855913005	30
Hidden Frame	0.482	0.8246088050257276	8
Hidden Frame	0.199	0.334300866902322	32
Gene Fusion	0.2293333333333333	11.8342506883422	24
Gene Fusion	0.2293333333333333	1.9612317524936225	40
Hidden Frame	0.368	0.0222867244601548	29
Gene Fusion	0.077	0.1560070712210836	17
Gene Fusion	0.077	0.0445734489203096	30
Hidden Frame	0.31768749999999996	0.1448637089910062	9
Gene Fusion	0.2293333333333333	0.8246088050257276	1
Gene Fusion	0.8200000000000001	2.250959170475635	11
Hidden Frame	0.368	0.111433622300774	3
Gene Fusion	0.2293333333333333	0.1002902600706966	3
Hidden Frame	0.129	0.0222867244601548	31
Hidden Frame	0.7355	0.7195982046585836	14
Indel	0.4297	0.4390768706391358	7
Hidden Frame	0.2535	0.0243931594799519	3
Hidden Frame	0.7355	2.110008295015847	8
Hidden Frame	0.7355	3.3784525879733502	53
Gene Fusion	0.505	0.2920173298236846	11
Hidden Frame	0.2055	0.0157847205310099	62
Indel	0.9956	0.5998193801783798	21
Indel	0.8998	0.0552465218585349	37
Indel	0.7646	0.0236770807965149	15
Indel	0.4575	4.443398829479313	2
Hidden Frame	0.2055	0.0078923602655049	23
Hidden Frame	0.2055	0.0315694410620199	56
Indel	0.8998	0.0157847205310099	3
Indel	0.8998	0.2525555284961599	3
Hidden Frame	0.4316666666666667	0.1104930437170699	11
Hidden Frame	0.536	10.079815864904582	8
Hidden Frame	0.536	56.94899858304068	26
Hidden Frame	0.536	0.1764948303193408	12
Indel	0.4885	0.0131186511549811	11
Hidden Frame	0.121	0.3804408834944529	18
Gene Fusion	0.166875	1.84972981285234	27
Hidden Frame	0.14	0.5116273950442642	7
Stoploss	0.4999	0.0131186511549811	25
Gene Fusion	0.166875	0.4460341392693586	19
Gene Fusion	0.166875	3.030408416800642	41
Hidden Frame	0.8385	9.137917445769316	37
Indel	0.4252	0.1427799600901455	17
Indel	0.9729	0.642509820405655	5
Gene Fusion	0.242	0.1427799600901455	38
Indel	0.6517	0.0713899800450727	80
Gene Fusion	0.5755	0.4283398802704367	121
Gene Fusion	0.5755	0.2141699401352183	59
Gene Fusion	0.5755	0.642509820405655	41
Hidden Frame	0.8385	0.4997298603155094	5
Gene Fusion	0.242	0.1427799600901455	2
Gene Fusion	0.242	0.0713899800450727	7
Gene Fusion	0.8218333333333333	0.2141699401352183	37
Gene Fusion	0.5755	21.98811385388241	9
Gene Fusion	0.8218333333333333	0.4997298603155094	9
Hidden Frame	0.8385	0.3569499002253639	5
Hidden Frame	0.2804999999999999	0.2855599201802911	9
Indel	0.4252	0.1427799600901455	35
Gene Fusion	0.3815	0.3865983366993162	24
Hidden Frame	0.1704999999999999	1.6430429309720938	25
Indel	0.5922	0.5798975050489742	26
Gene Fusion	0.3884999999999999	1.5463933467972648	71
Indel	1.0813	0.096649584174829	10
Gene Fusion	0.3884999999999999	0.3865983366993162	83
Gene Fusion	0.3815	1.836342099321752	2
Gene Fusion	0.3815	0.3865983366993162	5
Gene Fusion	0.3815	0.2899487525244871	4
Hidden Frame	0.1704999999999999	5.412376713790427	1
Gene Fusion	0.3884999999999999	1.3530941784476067	22
Gene Fusion	0.3884999999999999	0.096649584174829	66
Hidden Frame	0.1704999999999999	2.512889188545555	12
Gene Fusion	0.3815	1.2564445942727775	5
Hidden Frame	0.1704999999999999	1.4497437626224356	7
Gene Fusion	0.3815	0.096649584174829	21
Hidden Frame	0.60695	0.3757027543501541	27
Hidden Frame	0.1525	0.0939256885875385	27
Hidden Frame	0.1525	1.0895379876154472	11
Gene Fusion	0.212	1.7979332267213413	34
Hidden Frame	0.085	4.315039744131219	44
Gene Fusion	0.4565	0.0653793900625942	1
Hidden Frame	0.289	0.7559082151860985	45
Indel	0.4136	0.0243841359737451	12
Hidden Frame	0.376	0.633987535317373	18
Hidden Frame	0.376	1.6093529742671775	13
Hidden Frame	0.376	2.6822549571119625	14
Hidden Frame	0.289	0.0975365438949804	1
Gene Fusion	1.14	0.3984855840012592	17
Hidden Frame	0.692	0.2715562525938251	9
Gene Fusion	0.2935	0.0493738641079682	11
Hidden Frame	0.692	5.011447206958772	41
Stoploss	0.7079	0.0740607961619523	2
Indel	0.4373	0.0493738641079682	8
Indel	0.7799	7.159210295655389	21
Gene Fusion	0.518	1.6540244476169346	56
Hidden Frame	0.692	0.0740607961619523	13
Indel	0.4278	1.5305897873470142	6
Hidden Frame	0.6825	0.3949909128637456	2
Hidden Frame	0.24	1.2837204668071731	1
Hidden Frame	0.3395	0.6171733013496025	43
Hidden Frame	0.3125	4.888012546688851	9
Hidden Frame	0.9735	0.1447355309156179	1
Gene Fusion	0.5285	0.0723677654578089	29
Hidden Frame	0.9735	0.3618388272890449	11
Hidden Frame	0.9735	0.0723677654578089	5
Hidden Frame	0.2875	0.113295498679201	28
Hidden Frame	0.417	0.2492500970942423	63
Hidden Frame	0.3293333333333332	0.1586136981508815	1
Hidden Frame	0.3293333333333332	6.888366319695425	30
Hidden Frame	0.458	0.113295498679201	101
Hidden Frame	0.458	1.0196594881128096	33
Hidden Frame	0.3293333333333333	0.0679772992075206	66
Indel	0.5314	4.985001941884847	5
Hidden Frame	0.2909	0.2492500970942423	1
Hidden Frame	0.417	1.2235913857353715	84
Splice	0.5283	2.0846371756972997	19
Indel	0.3176	0.7704093910185673	23
Hidden Frame	0.32933333333333326	1.9260234775464182	28
Hidden Frame	0.458	0.1359545984150413	52
Hidden Frame	0.458	0.4985001941884847	64
Hidden Frame	0.417	0.1812727978867217	8
Hidden Frame	0.294	0.1888342804946119	1
Gene Fusion	0.084	0.2231677860390868	8
Hidden Frame	0.0529999999999999	0.0858337638611872	3
Hidden Frame	0.2846666666666667	0.1030005166334246	34
Gene Fusion	0.3085	0.2060010332668493	27
Gene Fusion	0.2425	0.0171667527722374	34
Gene Fusion	0.0615	0.5493360887115983	14
Hidden Frame	0.1521666666666666	0.0686670110889497	25
Hidden Frame	0.19025	0.0343335055444748	34
Hidden Frame	0.294	0.0515002583167123	4
Hidden Frame	0.14925	0.0171667527722374	11
Hidden Frame	0.6733333333333333	0.154500774950137	73
Hidden Frame	0.6372916666666667	0.6866701108894979	77
Hidden Frame	0.7454166666666666	0.3776685609892238	98
Hidden Frame	0.294	0.309001549900274	8
Gene Fusion	0.1674999999999999	0.0515002583167123	13
Hidden Frame	0.1674999999999999	0.2575012915835617	13
Hidden Frame	0.6012500000000001	0.0515002583167123	45
Hidden Frame	0.6733333333333333	0.1030005166334246	70
Hidden Frame	0.7454166666666666	0.6695033581172605	50
Hidden Frame	0.8175	0.0515002583167123	46
Hidden Frame	0.6733333333333333	0.3948353137614612	49
Gene Fusion	0.42	0.0858337638611872	25
Hidden Frame	0.6733333333333333	0.9270046497008221	46
Gene Fusion	0.28975	0.0343335055444748	59
Gene Fusion	0.0615	0.154500774950137	10
Indel	0.1589	0.1888342804946119	2
Gene Fusion	0.1718333333333333	0.4120020665336987	11
Gene Fusion	0.13	0.8583376386118723	17
Hidden Frame	0.33625	0.1373340221778995	12
Hidden Frame	0.33625	0.0171667527722374	40
Gene Fusion	0.084	20.05076723797334	4
Gene Fusion	0.084	0.9441714024730596	70
Hidden Frame	0.7454166666666666	0.1030005166334246	41
Hidden Frame	0.6733333333333333	0.1030005166334246	23
Hidden Frame	0.6733333333333333	1.4763407384124205	29
Gene Fusion	0.42	0.1201672694056621	29
Gene Fusion	0.257	0.0515002583167123	7
Gene Fusion	0.1737708333333333	0.3776685609892237	50
Hidden Frame	0.191	3.2960165322695896	18
Gene Fusion	0.0665	0.0171667527722374	7
Hidden Frame	0.33625	3.1758492628639274	6
Hidden Frame	0.3905714285714286	0.0515002583167123	43
Hidden Frame	0.3905714285714286	0.0171667527722374	44
Hidden Frame	0.33625	0.3261683026725115	35
Hidden Frame	0.1724545454545454	0.0343335055444748	30
Hidden Frame	0.6733333333333333	2.7295136907857547	30
Hidden Frame	0.33625	0.6695033581172605	30
Gene Fusion	0.2095	4.961191551176622	5
Gene Fusion	0.084	0.3261683026725115	11
Gene Fusion	0.0615	0.0515002583167123	28
Hidden Frame	0.8175	0.0343335055444748	33
Hidden Frame	0.6733333333333333	0.2918347971280366	54
Hidden Frame	0.6733333333333333	0.49783583039488577	58
Hidden Frame	0.6372916666666667	0.6351698525727855	79
Hidden Frame	0.6733333333333333	0.0858337638611872	100
Hidden Frame	0.1152307692307692	0.1030005166334246	35
Stoploss	0.1564	9.785049080175344	7
Hidden Frame	0.1797499999999999	0.0343335055444748	14
Gene Fusion	0.1796785714285714	0.4291688193059361	57
Hidden Frame	0.1525	0.0171667527722374	15
Gene Fusion	0.128	0.3948353137614612	20
Gene Fusion	0.128	0.0343335055444748	25
Gene Fusion	0.128	0.1201672694056621	29
Gene Fusion	0.0615	0.4978358303948859	13
Hidden Frame	0.294	0.0171667527722374	10
Hidden Frame	0.294	0.0343335055444748	42
Gene Fusion	0.257	0.0171667527722374	6
Hidden Frame	0.294	0.0343335055444748	1
Hidden Frame	0.6733333333333333	0.0343335055444748	83
Hidden Frame	0.6012500000000001	0.0343335055444748	63
Gene Fusion	0.1058333333333333	0.1716675277223744	47
Gene Fusion	0.0946111111111111	1.6995085244515071	47
Gene Fusion	0.1058333333333333	0.6695033581172605	100
Gene Fusion	0.1058333333333333	0.8926711441563472	74
Gene Fusion	0.0968125	0.309001549900274	52
Gene Fusion	0.0525	0.3261683026725115	56
Gene Fusion	0.128	0.4291688193059361	16
Hidden Frame	0.2575	0.1030005166334246	5
Hidden Frame	0.257	1.081505424650959	6
Hidden Frame	0.294	0.0858337638611872	39
Hidden Frame	0.1154999999999999	0.0171667527722374	9
Gene Fusion	0.10313968253968252	26.059130708256443	2
Gene Fusion	0.1674999999999999	0.0515002583167123	6
Gene Fusion	0.092125	0.5836695942560732	13
Indel	0.2623	0.2403345388113242	37
Gene Fusion	0.0615	0.2403345388113242	18
Gene Fusion	0.42	0.0515002583167123	15
Gene Fusion	0.1674999999999999	0.0858337638611872	29
Indel	0.6768	0.1839203580708667	29
Gene Fusion	0.3265	5.9774116373031685	24
Gene Fusion	0.43925	2.834927307557229	15
Indel	0.9397	0.4361426627011122	25
Hidden Frame	0.5415000000000001	0.109035665675278	1
Hidden Frame	0.413	0.7632496597269464	10
Hidden Frame	0.4685	0.0722484468028906	8
Hidden Frame	0.616	0.1444968936057812	52
Hidden Frame	0.522	0.1444968936057812	18
Indel	0.1485	0.1444968936057812	3
Hidden Frame	0.522	0.8669813616346875	29
Hidden Frame	0.119	1.8062111700722656	11
Hidden Frame	0.762	1.0114782552404689	84
Hidden Frame	0.522	0.6502360212260156	7
Indel	1.081	0.1188211798277758	8
Indel	0.7345	0.5346953092249912	55
Hidden Frame	0.2155	1.7823176974166377	19
Indel	1.0297	0.3564635394833275	57
Gene Fusion	0.257	2.614065956211068	33
Hidden Frame	0.867	480.33461945378383	4
Hidden Frame	0.867	1.0693906184499826	12
Hidden Frame	0.177	3.3269930351777233	30
Gene Fusion	0.505	2.3764235965555165	7
Gene Fusion	0.182	3.505224804919387	23
Hidden Frame	0.488	0.653516489052767	40
Hidden Frame	0.2155	7.248091969494325	4
Hidden Frame	0.20975	0.8317482587944308	50
Hidden Frame	0.20975	0.653516489052767	48
Indel	0.4154	0.1188211798277758	6
Hidden Frame	0.488	0.653516489052767	98
Hidden Frame	0.365	0.5941058991388791	21
Hidden Frame	0.867	0.4158741293972154	13
Gene Fusion	0.4535	2.970529495694396	39
Hidden Frame	0.283	0.2970529495694395	17
Hidden Frame	0.867	0.3564635394833275	6
Gene Fusion	0.961	2.804344127006436	7
Gene Fusion	0.594	1.2372106442675452	21
Gene Fusion	0.594	0.247442128853509	35
Gene Fusion	0.594	0.7423263865605272	22
Hidden Frame	0.3075	8.495513090637145	1
Gene Fusion	0.594	1.8145756115924	1
Gene Fusion	0.594	0.1649614192356727	5
Gene Fusion	0.6375000000000001	0.4268858089710195	1
Gene Fusion	0.3385	0.0711476348285032	73
Gene Fusion	1.036	0.2134429044855097	25
Gene Fusion	0.741	0.1422952696570065	27
Hidden Frame	0.418	0.0711476348285032	5
Gene Fusion	0.6375000000000001	0.4980334437995227	19
Gene Fusion	0.741	0.0711476348285032	13
Gene Fusion	0.3385	0.1422952696570065	23
Gene Fusion	0.741	0.1422952696570065	1
Hidden Frame	0.418	0.1422952696570065	51
Gene Fusion	0.3385	5.193777342480737	2
Indel	0.8209	0.4980334437995227	16
Gene Fusion	0.6375000000000001	0.1422952696570065	15
Gene Fusion	0.6375000000000001	0.0711476348285032	16
Gene Fusion	0.6375000000000001	0.284590539314013	40
Gene Fusion	0.6375000000000001	0.3557381741425162	2
Gene Fusion	0.741	0.7826239831135358	10
Gene Fusion	0.6	0.0711476348285032	6
Gene Fusion	0.3239999999999999	0.6403287134565293	10
Gene Fusion	0.34675	0.569181078628026	27
Hidden Frame	0.1775	0.0747861769717656	13
Hidden Frame	0.211	0.3422571562834021	16
Hidden Frame	0.2704999999999999	1.3119857657530416	2
Hidden Frame	0.211	0.057042859380567	32
Hidden Frame	0.211	0.3993000156639691	24
Hidden Frame	0.211	1.5972000626558769	86
Hidden Frame	0.437	0.114085718761134	123
Hidden Frame	0.8125	0.0750550660255663	1
Hidden Frame	0.8125	0.0750550660255663	2
Hidden Frame	0.8125	0.0750550660255663	64
Hidden Frame	0.8125	0.1501101320511326	7
Hidden Frame	0.0775	0.0604174182027077	32
Hidden Frame	0.4994999999999999	0.0755217727533847	12
Hidden Frame	0.2615	0.256774027361508	1
Gene Fusion	0.3516666666666666	0.1057304818547386	8
Hidden Frame	0.345	0.0151043545506769	26
Hidden Frame	0.2319999999999999	0.0151043545506769	70
Gene Fusion	0.1684999999999999	0.0453130636520308	9
Hidden Frame	0.345	0.0755217727533847	1
Gene Fusion	0.4625	0.0302087091013538	53
Gene Fusion	0.4625	0.0151043545506769	69
Gene Fusion	0.4625	0.0302087091013538	67
Hidden Frame	0.345	0.0453130636520307	25
Hidden Frame	0.2319999999999999	0.0151043545506769	8
Hidden Frame	0.345	0.0302087091013538	78
Hidden Frame	0.345	0.0302087091013538	32
Hidden Frame	0.345	0.0453130636520308	59
Hidden Frame	0.345	0.0302087091013538	33
Indel	0.5064	0.0906261273040616	15
Hidden Frame	0.345	0.10573048185473849	10
Gene Fusion	0.1684999999999999	0.0302087091013538	2
Gene Fusion	0.30575	0.0302087091013538	7
Gene Fusion	0.41725	0.0604174182027077	28
Hidden Frame	0.262	1.2589377838342677	6
Hidden Frame	0.262	0.0719393019333867	44
Hidden Frame	0.2185	0.1438786038667734	13
Gene Fusion	0.3665	0.7193930193338672	47
Hidden Frame	0.79	0.0719393019333867	52
Hidden Frame	0.79	0.2877572077335469	6
Indel	0.9101	0.10790895290008	15
Hidden Frame	0.75	0.0359696509666933	28
Hidden Frame	0.75	0.4676054625670137	45
Hidden Frame	0.79	0.0719393019333867	6
Hidden Frame	0.2185	0.10790895290008	49
Hidden Frame	0.75	5.035751135337071	8
Hidden Frame	0.75	0.4316358116003203	12
Hidden Frame	0.75	0.395666160633627	25
