self_sim	type	med	mea
0.68	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.7804878048780488	NOP	0.7192982456140351	0.73
0.6458333333333334	NOP	0.7192982456140351	0.73
0.7111111111111111	NOP	0.7192982456140351	0.73
0.9090909090909091	NOP	0.7192982456140351	0.73
0.7317073170731707	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.6976744186046512	NOP	0.7192982456140351	0.73
0.6923076923076923	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.8421052631578947	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.6851851851851852	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7291666666666666	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.75	NOP	0.7192982456140351	0.73
0.6382978723404256	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.6956521739130435	NOP	0.7192982456140351	0.73
0.7446808510638298	NOP	0.7192982456140351	0.73
0.6862745098039216	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.6363636363636364	NOP	0.7192982456140351	0.73
0.7111111111111111	NOP	0.7192982456140351	0.73
0.8292682926829268	NOP	0.7192982456140351	0.73
0.6904761904761905	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.6451612903225806	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.7647058823529411	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.6	NOP	0.7192982456140351	0.73
0.6875	NOP	0.7192982456140351	0.73
0.6590909090909091	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.6444444444444445	NOP	0.7192982456140351	0.73
0.6521739130434783	NOP	0.7192982456140351	0.73
0.71698113207547165	NOP	0.7192982456140351	0.73
0.8222222222222222	NOP	0.7192982456140351	0.73
0.7090909090909091	NOP	0.7192982456140351	0.73
0.7708333333333334	NOP	0.7192982456140351	0.73
0.6956521739130435	NOP	0.7192982456140351	0.73
0.66	NOP	0.7192982456140351	0.73
0.6956521739130435	NOP	0.7192982456140351	0.73
0.72	NOP	0.7192982456140351	0.73
0.9361702127659575	NOP	0.7192982456140351	0.73
0.7037037037037037	NOP	0.7192982456140351	0.73
0.7450980392156863	NOP	0.7192982456140351	0.73
0.7111111111111111	NOP	0.7192982456140351	0.73
0.5454545454545454	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.6122448979591837	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.6785714285714286	NOP	0.7192982456140351	0.73
0.7608695652173914	NOP	0.7192982456140351	0.73
0.6129032258064516	NOP	0.7192982456140351	0.73
0.7959183673469388	NOP	0.7192982456140351	0.73
0.660377358490566	NOP	0.7192982456140351	0.73
0.9516129032258065	NOP	0.7192982456140351	0.73
0.6727272727272727	NOP	0.7192982456140351	0.73
0.8813559322033898	NOP	0.7192982456140351	0.73
0.717391304347826	NOP	0.7192982456140351	0.73
0.8333333333333334	NOP	0.7192982456140351	0.73
0.7924528301886793	NOP	0.7192982456140351	0.73
0.7017543859649122	NOP	0.7192982456140351	0.73
0.7291666666666666	NOP	0.7192982456140351	0.73
0.6326530612244898	NOP	0.7192982456140351	0.73
0.6274509803921569	NOP	0.7192982456140351	0.73
0.803921568627451	NOP	0.7192982456140351	0.73
0.6730769230769231	NOP	0.7192982456140351	0.73
0.9111111111111111	NOP	0.7192982456140351	0.73
0.6785714285714286	NOP	0.7192982456140351	0.73
0.8846153846153846	NOP	0.7192982456140351	0.73
0.6481481481481481	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
0.8409090909090909	NOP	0.7192982456140351	0.73
0.6808510638297872	NOP	0.7192982456140351	0.73
0.8775510204081632	NOP	0.7192982456140351	0.73
0.851063829787234	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
0.7857142857142857	NOP	0.7192982456140351	0.73
0.7090909090909091	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.6956521739130435	NOP	0.7192982456140351	0.73
0.7872340425531915	NOP	0.7192982456140351	0.73
0.74	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.5882352941176471	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.7037037037037037	NOP	0.7192982456140351	0.73
0.6545454545454545	NOP	0.7192982456140351	0.73
0.6206896551724138	NOP	0.7192982456140351	0.73
0.7346938775510204	NOP	0.7192982456140351	0.73
0.6981132075471698	NOP	0.7192982456140351	0.73
0.7894736842105263	NOP	0.7192982456140351	0.73
0.6595744680851063	NOP	0.7192982456140351	0.73
0.8333333333333334	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
0.6981132075471698	NOP	0.7192982456140351	0.73
0.7727272727272727	NOP	0.7192982456140351	0.73
0.6545454545454545	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.6888888888888889	NOP	0.7192982456140351	0.73
0.625	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.7391304347826086	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.7674418604651163	NOP	0.7192982456140351	0.73
0.8367346938775511	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.6491228070175439	NOP	0.7192982456140351	0.73
0.7209302325581395	NOP	0.7192982456140351	0.73
0.6875	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.6875	NOP	0.7192982456140351	0.73
0.84	NOP	0.7192982456140351	0.73
0.673469387755102	NOP	0.7192982456140351	0.73
0.6458333333333334	NOP	0.7192982456140351	0.73
0.8333333333333334	NOP	0.7192982456140351	0.73
0.723404255319149	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.7555555555555555	NOP	0.7192982456140351	0.73
0.7368421052631579	NOP	0.7192982456140351	0.73
0.5245901639344263	NOP	0.7192982456140351	0.73
0.6545454545454545	NOP	0.7192982456140351	0.73
0.6	NOP	0.7192982456140351	0.73
0.6440677966101694	NOP	0.7192982456140351	0.73
0.6481481481481481	NOP	0.7192982456140351	0.73
0.6792452830188679	NOP	0.7192982456140351	0.73
0.7391304347826086	NOP	0.7192982456140351	0.73
0.6808510638297872	NOP	0.7192982456140351	0.73
0.6981132075471698	NOP	0.7192982456140351	0.73
0.7333333333333333	NOP	0.7192982456140351	0.73
0.6326530612244898	NOP	0.7192982456140351	0.73
0.6808510638297872	NOP	0.7192982456140351	0.73
0.6153846153846154	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.68	NOP	0.7192982456140351	0.73
0.6904761904761905	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.7441860465116279	NOP	0.7192982456140351	0.73
0.782608695652174	NOP	0.7192982456140351	0.73
0.6346153846153846	NOP	0.7192982456140351	0.73
0.71698113207547165	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.6862745098039216	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.7551020408163265	NOP	0.7192982456140351	0.73
0.7619047619047619	NOP	0.7192982456140351	0.73
0.9	NOP	0.7192982456140351	0.73
0.6346153846153846	NOP	0.7192982456140351	0.73
0.9245283018867925	NOP	0.7192982456140351	0.73
0.8421052631578947	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.725	NOP	0.7192982456140351	0.73
0.6530612244897959	NOP	0.7192982456140351	0.73
0.7446808510638298	NOP	0.7192982456140351	0.73
0.8571428571428571	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.7037037037037037	NOP	0.7192982456140351	0.73
0.6730769230769231	NOP	0.7192982456140351	0.73
0.68	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.7777777777777778	NOP	0.7192982456140351	0.73
0.5862068965517241	NOP	0.7192982456140351	0.73
0.7435897435897436	NOP	0.7192982456140351	0.73
0.7413793103448276	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.7708333333333334	NOP	0.7192982456140351	0.73
0.6170212765957447	NOP	0.7192982456140351	0.73
0.7659574468085106	NOP	0.7192982456140351	0.73
0.6792452830188679	NOP	0.7192982456140351	0.73
0.5797101449275363	NOP	0.7192982456140351	0.73
0.6896551724137931	NOP	0.7192982456140351	0.73
0.8113207547169812	NOP	0.7192982456140351	0.73
0.7954545454545454	NOP	0.7192982456140351	0.73
0.6739130434782609	NOP	0.7192982456140351	0.73
0.6382978723404256	NOP	0.7192982456140351	0.73
0.7068965517241379	NOP	0.7192982456140351	0.73
0.6792452830188679	NOP	0.7192982456140351	0.73
0.6595744680851063	NOP	0.7192982456140351	0.73
0.8181818181818182	NOP	0.7192982456140351	0.73
0.6274509803921569	NOP	0.7192982456140351	0.73
0.6590909090909091	NOP	0.7192982456140351	0.73
0.8541666666666666	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.8113207547169812	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7692307692307693	NOP	0.7192982456140351	0.73
0.6222222222222222	NOP	0.7192982456140351	0.73
0.7380952380952381	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.6530612244897959	NOP	0.7192982456140351	0.73
0.6	NOP	0.7192982456140351	0.73
0.6938775510204082	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.6346153846153846	NOP	0.7192982456140351	0.73
0.68	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.7592592592592593	NOP	0.7192982456140351	0.73
0.7446808510638298	NOP	0.7192982456140351	0.73
0.6595744680851063	NOP	0.7192982456140351	0.73
0.6590909090909091	NOP	0.7192982456140351	0.73
0.7843137254901961	NOP	0.7192982456140351	0.73
0.7058823529411765	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.6730769230769231	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.4716981132075472	NOP	0.7192982456140351	0.73
0.6981132075471698	NOP	0.7192982456140351	0.73
0.7209302325581395	NOP	0.7192982456140351	0.73
0.6341463414634146	NOP	0.7192982456140351	0.73
0.6862745098039216	NOP	0.7192982456140351	0.73
0.7291666666666666	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.6785714285714286	NOP	0.7192982456140351	0.73
0.717391304347826	NOP	0.7192982456140351	0.73
0.6551724137931034	NOP	0.7192982456140351	0.73
0.782608695652174	NOP	0.7192982456140351	0.73
0.76	NOP	0.7192982456140351	0.73
0.74	NOP	0.7192982456140351	0.73
0.7291666666666666	NOP	0.7192982456140351	0.73
0.8444444444444444	NOP	0.7192982456140351	0.73
0.8125	NOP	0.7192982456140351	0.73
0.6585365853658537	NOP	0.7192982456140351	0.73
0.68	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.8409090909090909	NOP	0.7192982456140351	0.73
0.6595744680851063	NOP	0.7192982456140351	0.73
0.7457627118644068	NOP	0.7192982456140351	0.73
0.8444444444444444	NOP	0.7192982456140351	0.73
0.7674418604651163	NOP	0.7192982456140351	0.73
0.8085106382978723	NOP	0.7192982456140351	0.73
0.6530612244897959	NOP	0.7192982456140351	0.73
0.6862745098039216	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.7083333333333334	NOP	0.7192982456140351	0.73
0.8260869565217391	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.7954545454545454	NOP	0.7192982456140351	0.73
0.7083333333333334	NOP	0.7192982456140351	0.73
0.717391304347826	NOP	0.7192982456140351	0.73
0.782608695652174	NOP	0.7192982456140351	0.73
0.7083333333333334	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.8571428571428571	NOP	0.7192982456140351	0.73
0.7954545454545454	NOP	0.7192982456140351	0.73
0.9285714285714286	NOP	0.7192982456140351	0.73
0.6481481481481481	NOP	0.7192982456140351	0.73
0.74	NOP	0.7192982456140351	0.73
0.660377358490566	NOP	0.7192982456140351	0.73
0.8333333333333334	NOP	0.7192982456140351	0.73
0.6904761904761905	NOP	0.7192982456140351	0.73
0.825	NOP	0.7192982456140351	0.73
0.75	NOP	0.7192982456140351	0.73
0.6530612244897959	NOP	0.7192982456140351	0.73
0.8723404255319149	NOP	0.7192982456140351	0.73
0.6607142857142857	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.9215686274509803	NOP	0.7192982456140351	0.73
0.7727272727272727	NOP	0.7192982456140351	0.73
0.7380952380952381	NOP	0.7192982456140351	0.73
0.6326530612244898	NOP	0.7192982456140351	0.73
0.673469387755102	NOP	0.7192982456140351	0.73
0.8870967741935484	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.7045454545454546	NOP	0.7192982456140351	0.73
0.6904761904761905	NOP	0.7192982456140351	0.73
0.75	NOP	0.7192982456140351	0.73
0.7758620689655172	NOP	0.7192982456140351	0.73
0.7368421052631579	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.6470588235294118	NOP	0.7192982456140351	0.73
0.66	NOP	0.7192982456140351	0.73
0.8723404255319149	NOP	0.7192982456140351	0.73
0.7906976744186046	NOP	0.7192982456140351	0.73
0.8518518518518519	NOP	0.7192982456140351	0.73
0.6304347826086957	NOP	0.7192982456140351	0.73
0.7727272727272727	NOP	0.7192982456140351	0.73
0.7906976744186046	NOP	0.7192982456140351	0.73
0.6976744186046512	NOP	0.7192982456140351	0.73
0.7555555555555555	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.8809523809523809	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.8181818181818182	NOP	0.7192982456140351	0.73
0.9347826086956522	NOP	0.7192982456140351	0.73
0.7872340425531915	NOP	0.7192982456140351	0.73
0.6458333333333334	NOP	0.7192982456140351	0.73
0.6818181818181818	NOP	0.7192982456140351	0.73
0.62	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.6785714285714286	NOP	0.7192982456140351	0.73
0.6	NOP	0.7192982456140351	0.73
0.660377358490566	NOP	0.7192982456140351	0.73
0.7735849056603774	NOP	0.7192982456140351	0.73
0.5714285714285714	NOP	0.7192982456140351	0.73
0.7804878048780488	NOP	0.7192982456140351	0.73
0.673469387755102	NOP	0.7192982456140351	0.73
0.6428571428571429	NOP	0.7192982456140351	0.73
0.8048780487804879	NOP	0.7192982456140351	0.73
0.7391304347826086	NOP	0.7192982456140351	0.73
0.7647058823529411	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.7111111111111111	NOP	0.7192982456140351	0.73
0.6037735849056604	NOP	0.7192982456140351	0.73
0.7619047619047619	NOP	0.7192982456140351	0.73
0.7555555555555555	NOP	0.7192982456140351	0.73
0.6956521739130435	NOP	0.7192982456140351	0.73
0.6538461538461539	NOP	0.7192982456140351	0.73
0.6470588235294118	NOP	0.7192982456140351	0.73
0.6727272727272727	NOP	0.7192982456140351	0.73
0.6607142857142857	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.7391304347826086	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.7083333333333334	NOP	0.7192982456140351	0.73
0.7037037037037037	NOP	0.7192982456140351	0.73
0.9090909090909091	NOP	0.7192982456140351	0.73
0.9137931034482759	NOP	0.7192982456140351	0.73
0.6415094339622641	NOP	0.7192982456140351	0.73
0.7954545454545454	NOP	0.7192982456140351	0.73
0.6444444444444445	NOP	0.7192982456140351	0.73
0.7	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.7142857142857143	NOP	0.7192982456140351	0.73
0.7924528301886793	NOP	0.7192982456140351	0.73
0.9375	NOP	0.7192982456140351	0.73
0.6078431372549019	NOP	0.7192982456140351	0.73
0.660377358490566	NOP	0.7192982456140351	0.73
0.6666666666666666	NOP	0.7192982456140351	0.73
0.7291666666666666	NOP	0.7192982456140351	0.73
0.7021276595744681	NOP	0.7192982456140351	0.73
0.6538461538461539	NOP	0.7192982456140351	0.73
0.7446808510638298	NOP	0.7192982456140351	0.73
0.7115384615384616	NOP	0.7192982456140351	0.73
0.76	NOP	0.7192982456140351	0.73
0.7058823529411765	NOP	0.7192982456140351	0.73
0.7727272727272727	NOP	0.7192982456140351	0.73
0.7631578947368421	NOP	0.7192982456140351	0.73
0.6538461538461539	NOP	0.7192982456140351	0.73
0.6326530612244898	NOP	0.7192982456140351	0.73
0.7083333333333334	NOP	0.7192982456140351	0.73
0.7608695652173914	NOP	0.7192982456140351	0.73
0.7454545454545455	NOP	0.7192982456140351	0.73
0.6875	NOP	0.7192982456140351	0.73
0.782608695652174	NOP	0.7192982456140351	0.73
0.7380952380952381	NOP	0.7192982456140351	0.73
0.6521739130434783	NOP	0.7192982456140351	0.73
0.8070175438596491	NOP	0.7192982456140351	0.73
1	NOP	0.7192982456140351	0.73
0.7272727272727273	NOP	0.7192982456140351	0.73
0.7872340425531915	NOP	0.7192982456140351	0.73
0.6595744680851063	NOP	0.7192982456140351	0.73
